ppn,isbn_normalise,titre,annee,nomAuteur,lieuPublication,editeur,sujet,raisons,Source,Ensemble,Acquisition,Occupations,date_naissance,date_deces
,9789241544788,Vitamin A deficiency and its consequences,1995,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544795,Laboratory techniques in rabies,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544825,Cancer pain relief,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544856,Users' manual for the IPCS health and safety guides,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544863,Mental health of refugees,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544870,Guidelines for poison control,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544917,Malaria,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544924,Strategies for the prevention of blindness in national programmes,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544931,Oral health surveys,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544948,Vector control,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544955,Laboratory diagnosis of group A streptococcal infections,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544962,Determination of airborne fibre number concentrations,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241544993,Management of cataract in primary health care services,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545006,Dengue haemorrhagic fever,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545013,Laboratory diagnosis of sexually transmitted diseases,1999,"Meheus, André Z. | Van Dyck, Eddy",Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545051,Lexicon of cross-cultural terms in mental health,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545068,Vitamin A supplements,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545075,Symptom relief in terminal illness,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545082,Guidelines for controlling and monitoring the tobacco epidemic,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545105,Quality control methods for medicinal plant materials,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545112,Management of severe malnutrition,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545129,Cancer pain relief and palliative care in children,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545136,Basic tests for drugs,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545150,Rapid health assessment protocols for emergencies,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545181,Teaching health statistics,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545198,Community emergency preparedness,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545204,The management of nutrition in major emergencies,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545211,Health futures,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545228,Guidelines for preclinical evaluation and clinical trials in osteoporosis,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545235,Management of severe malaria,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545259,Safe management of wastes from health care activities,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545280,Analysis of hospital costs,2000,"Anthony, Yvonne E. | Hodgkin, Dominic | Shepard, Donald S.",Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545297,Efficacy and radiation safety in interventional radiology,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545303,Manual basic techniques for a health laboratory,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545310,Management of the child with a serious infection of severe malnutrition,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545341,International classification of diseases for oncology,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545419,Environmental health in emergencies and disasters,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545426,"International classification of functioning, disability and health",2001,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545433,Acupuncture,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545440,"International classification of functioning, disability and health",2001,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545457,Basic laboratory procedures in clinial bacteriology,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545518,Summary measures of population health,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545549,Genomics and world health,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545556,Radiographic anatomy and interpretation of the musculoskeletal system,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545563,Helminth control in school-age children,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545570,National cancer control programmes,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545662,Selected practice recommendations for contraceptive use,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545693,25 questions & answers on health & human rights,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545716,Establishing a dialogue on risks from electromagnetic fields,2002,,Geneva,"WHO, Radiation and Environmental Health",,lieu_publication,DNB,Dépôt légal,,,,
,9789241545723,Cervical cancer screening in developing countries,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545754,Surgical care at the district hospital,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545761,Cardiovascular survey methods,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545792,The blood cold chain,2002,,Geneva,"WHO, Dep. of Blood Safety and Clinical Technology",,lieu_publication,DNB,Dépôt légal,,,,
,9789241545846,Terrorist threats to food,2002,,Geneva,"WHO, Food Safety Dep.",,lieu_publication,DNB,Dépôt légal,,,,
,9789241545853,WHO CVD risk management package for low and medium resource settings,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545877,Managing complications in pregnancy and childbirth,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545891,Human leptospirosis,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545907,Advocacy for mental health,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545914,"Mental health policy, plans and programmes",2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545921,Organization of services for mental health,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545938,Mental health financing,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545945,The mental health context,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545969,Planning and budgeting to deliver services for mental health,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545976,Quality improvement for mental health,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241545990,Adherence to long term therapies,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546010,Making choices in health,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546034,Toman's tuberculosis,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546065,Guiding principles for feeding infants and young children during emergencies,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546072,Guide to producing national health accounts,2003,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546096,Guidelines for the inpatient treatment of severely malnourished children,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546188,Medical device regulations,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546225,Managing newborn problems,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546232,State of the world's vaccines and immunization,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546263,Guidelines for the management of sexually transmitted infections,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546409,Guidelines for essential trauma care,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546485,Guidelines for conducting community surveys on injuries and violence,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241546515,Immunization in practice,2004,,Geneva,"WHO, Immunization, Vaccines and Biologicals",,lieu_publication,DNB,Dépôt légal,,,,
,9789241546584,Building blocks for tobacco control,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560658,The global eradication of smallpox,1980,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560757,Depressive disorders in different cultures,1983,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560764,National decade plans,1982,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560771,Primary health care - the chinese experience,1983,,Genf,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560788,Nutritional surveillance,1984,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560801,Effects of nuclear war on health and health services,1984,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560825,Urban air pollution,1984,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560849,Specifications for pesticides used in public health,1985,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560870,Planning principles for accelerated immunization activities,1985,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560887,Conjunctivitis of the newborn,1986,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560894,Regulation of pharmaceuticals in developing countries,1985,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560900,Teaching health statistics,1986,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560917,Prevention and control of yellow fever in Africa,1986,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560948,Basic principles for control of acute respiratory infections in children in developing countries,1986,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560962,Intersectoral action for health,1986,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560979,The community health worker,1987,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560986,Cardiovascular care of the elderly,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241560993,Maternal care for the reduction of perinatal and neonatal mortality,1986,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561006,Cancer pain relief,1986,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561013,Barrier contraceptives and spermicides,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561020,Psychosocial factors at work and their relation to health,1987,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561044,Women as providers of health care,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561075,Adverse health consequences of cocaine abuse,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561082,The provision of spectacles at low cost,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561099,Effects of nuclear war on health and health services,1987,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561112,WHO Psychiatric Disability Assessment Schedule (WHO/DAS),1988,,Geneva,[World Health Organization],,lieu_publication,DNB,Dépôt légal,,,,
,9789241561129,Psychoactive drugs,1988,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561143,The world drug situation,1988,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561167,Hospitals and the health care revolution,1988,"Paine, L. H. W.",Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561174,Informatics and telematics in health,1988,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561211,Minor and trace elements in breast milk,1989,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561235,Urbanization and its omplications for child health,1988,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561242,From Alma-Ata to the Year 2000,1988,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561259,The reproductive health of adolescents,1989,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561273,Health principles of housing,1989,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561280,Preventing maternal deaths,1989,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561303,"Protecting, promoting and supporting breast-feeding: the special role of maternity services",1989,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561327,Achieving fealth for all by the year 2000,1990,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561341,Preventing and controlling drug abuse,1990,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561358,"Community participation in maternal and child health, family planning programmes",1990,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561372,Health system decentralization,1990,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561396,Public health impact of pesticides used in agriculture,1990,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561419,The impact of development policies on health,1990,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561440,AIDS prevention through health promotion,1991,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561457,Strategies for assessing the safety of food produced by biotechnology,1991,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561464,Health dimensions of economic reform,1992,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561471,Women and tobacco,1992,"Chollat-Traquer, Claire",Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561488,"Our planet, our health",1992,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561501,Traditional birth attendants,1992,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561518,Prevention of childhood blindness,1992,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561525,Women's health,1992,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561549,The health of young people,1993,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561556,Parasitic diseases in water resources development,1993,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561594,The urban health crisis,1993,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561617,A global strategy for malaria control,1993,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561624,Safety and nutritional adequacy of irradiated food,1994,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561631,"AIDS, images of the epidemic",1994,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561648,Dementia,1994,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561693,Experiences with primary health care in Zambia,1994,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561716,Schizophrenia,1995,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561730,Trace elements in human nutrition and health,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561785,Bridging the gaps,1995,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561808,Creating supportive environments for health,1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561815,Health consequences of the Chernobyl accident,1995,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561822,"Fighting disease, fostering development",1996,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561853,Conquering suffering enriching humanity,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561860,Female genital mutilation,1997,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561891,Life in the 21st century: a vision for all,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561914,Female genital mutilation,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561921,Reproductive health research,1998,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561938,Community involvement in health development,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561945,Making a difference,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561952,Reduction of maternal mortality,1999,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561969,Foodborne disease,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241561990,Design and implementation of health information systems,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562003,Reproductive health research at WHO,2000,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562072,"Reducing risks, promoting healthy life",2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562102,Keep fit for life,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562188,Health implications of acrylamide in food,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562218,Global strategy for infant and young child feeding,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562232,MONICA,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562249,Integrated management of cardiovascular risk,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562256,Key policy issues in long term care,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562355,Neuroscience of psychoactive substance use and dependence,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562379,Hazard characterization for pathogens in food and water,2003,,Geneva | Rome,FAO | WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562393,Controlling disease due to helminth infections,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562409,Policy recommendations for smoking cessation and treatment of tobacco dependence,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562430,Shaping the future,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562454,Health systems performance assessment,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562492,Long term care in developing countries,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562508,Towards adulthood,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562522,Policy tools for allocative efficiency of health services,2003,"Liu, Xingzhu",Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562539,"International migration, health & human rights",2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562584,Prevention of recurrent heart attacks and strokes in low- and middle-income populations,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562607,World report on road traffic injury prevention,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562645,Global tuberculosis control,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562683,Tobacco control legislation,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562690,Serious childhood problems in countries with limited resources,2004,,Geneva,"WHO, CAH",,lieu_publication,DNB,Dépôt légal,,,,
,9789241562706,Maternal mortality in 2000,2004,,Geneva,"WHO, Dep. of Reproductive Health and Research",,lieu_publication,DNB,Dépôt légal,,,,
,9789241562744,Research on reproductive health at WHO,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241562782,Meeting the MDG drinking water and sanitation target,2004,,Geneva | New York,UNICEF | WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241580182,International travel and health,1993,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241580359,Global status report: alcohol policy,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590099,"Health, economic growth, and poverty reduction",2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590105,Global public goods for health,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590129,Health and the international economy,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590136,Improving health outcomes of the poor,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590143,International development assistance and health,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590259,WHO medicines bookshelf,2002,,Geneva,"WHO, Essential Drugs and Medicines Policy",,lieu_publication,DNB,Dépôt légal,,,,
,9789241590280,The right to health,2002,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590341,Safe abortion,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590358,Kangaroo mother care,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590563,The right to water,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590624,Sun protection in schools,,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241590822,Emerging issues in water and infectious disease,2003,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241591140,HIV AIDS - stand up for human rights,2003,,Geneva,HCHR,,lieu_publication,DNB,Dépôt légal,,,,
,9789241591706,"Guidelines on developing consumer information on proper use of traditional, complementary and alternative medicine",2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241591836,Beyond the numbers,,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241591850,WHO medicines bookshelf,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241592215,WHO guidelines on safety monitoring of herbal medicines in pharmacovigilance systems,2004,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241660471,Safety evaluation of certain mycotoxins in food,2001,,Geneva | Rome,FAO | WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241693042,Human organ transplantation,1991,,Geneva,World Health Organization,,lieu_publication,DNB,Dépôt légal,,,,
,9789241700337,Air monitoring programme design for urban and industrial areas,1977,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241700481,WHO handbook for reporting results of cancer treatment,1979,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241700504,A methodology for student drug use surveys,1980,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241700528,Review of general population surveys of drug abuse,1980,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241700597,Guidelines for training community health workers in nutrition,1981,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789241800075,"Plan of action for implementing the global strategy for health for all and index to the ""Health for all"" series no. 1 - 7",1982,,Geneva,WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789251046647,Safety evaluation of certain mycotoxins in food,2001,,Geneva | Rome,FAO | WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789251049402,Hazard characterization for pathogens in food and water,2003,,Geneva | Rome,FAO | WHO,,lieu_publication,DNB,Dépôt légal,,,,
,9789261005917,"Provisional recommendations X.3, X.25, X.28 and X.29 on packet switched data transmission services",1978,,Geneva,CCITT,,lieu_publication,DNB,Dépôt légal,,,,
,9789261016517,"Final protocol, additional protocols, optional additional protocol, resolutions, recommendation and opinions",1982,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017019,Handbook spectrum management and computer-aided techniques,1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017316,Final acts of the World Administrative Radio Conference for the Mobile Services (MOB-83),1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017514,Broadcasting-satellite systems,1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017613,General network planning,1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017712,Introduction to CHILL,1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261017910,Economic and technical impact of implementing a regional satellite network,1983,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261018313,The IFRB handbook on radio regulatory procedures,,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261018412,Optical fibres for telecommunications,1984,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261019211,Rural  telecommunications,1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261019310,Economic and technical aspects of the transition from analogue to digital telecommunication networks,1984,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261019419,Compendium of cable measurement methods,1984,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261019617,Case study on an urban network,1984,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261024017,Handbook on satellite communications (fixed-satellite Service),1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261024116,Instructions for the international telephone service,1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261024215,"Construction, installation, jointing and protection of optical fibre cables",1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261024710,Primary sources of energy for the power supply of remote telecommunication systems,1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261024819,"Sound tape recording, television tape recording and film techniques for the international exchange of programmes",1985,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261025311,Final acts of the Regional Administrative Conference for the Planning of the MF Maritime Mobile and Aeronautical Radionavigation Services (Region 1),1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261025410,Final acts of the Regional Administrative Conference for the Planning of the Maritime Radionavigation Service (Radiobeacons) in the European Maritime Area,1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261026219,Final acts of the Regional Administrative Conference for the Planning of VHF Sound Broadcasting (Region 1 and Part of Region 3),1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261026417,CCITT recommendations for mobile services,1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261028916,Recommendation X.213 provisionally approved,1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
,9789261029111,Recommendation X.32 provisionally approved,1986,,Geneva,ITU,,lieu_publication,DNB,Dépôt légal,,,,
